Question Number,Section,Question,Document Embeddings
891,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What are the academic integrity resources available to students online?,
892,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the Student Academic Success Center provide?,
893,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What resources are available at the Academic Resource Center (CMU-Q)?,
894,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is Counseling and Psychological Services (CaPS) at CMU?,
895,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the phone number for CaPS?,
896,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the SLICE office and what does it stand for?,
897,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the Office for Institutional Equity and Title IX at CMU?,
898,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the phone number for the Provost's office?,
899,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the general information phone number for Carnegie Mellon University?,
900,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),How is a student's GUID different from their Andrew ID?,
901,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Student Information Online (SIO) and what can students do through it?,
902,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the Undergraduate Catalog contain and where can it be found?,
903,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the purpose of the Graduate Education website?,
904,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the University Policies website contain?,
905,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is CMU's policy on the conduct of classes for undergraduate students?,
906,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Under what circumstances can faculty cancel a class?,
907,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the university policy say about class sizes and minimum enrollment?,
908,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the procedure for evaluating faculty teaching in undergraduate courses?,
909,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the Student Suspension Policy say about using campus athletic facilities during suspension?,
910,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Are suspended students permitted to use the library during suspension?,
911,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the general principle of how CMU handles off-campus misconduct in community standards?,
912,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),"What is a ""bias report"" and how is it submitted at CMU?",
913,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the CMU Ethics Point website used for?,
914,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the process for filing a complaint against a CMU faculty member?,
915,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What university-wide bodies contribute to governance at CMU?,
916,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Faculty Senate and what role does it play at CMU?,
917,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is Staff Council and what role does it play?,
918,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Graduate Student Assembly's role in the UDC process?,
919,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU's Freedom of Expression Policy protect?,
920,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What behaviors fall outside the protection of CMU's Freedom of Expression policy?,
921,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the relationship between CMU's computing policy and free expression?,
922,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU say about the discovery of a security loophole in a campus system?,
923,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is CMU's approach to balancing personal privacy with community security?,
924,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),How does CMU protect student confidentiality in community standards records?,
925,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does a student's education record include beyond grades and transcripts?,
926,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What are the rights of a student whose degree has been withheld pending proceedings?,
927,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on degree conferral when a student has pending community standards allegations?,
928,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What happens if a student is expelled from CMU—can they enroll elsewhere at CMU?,
929,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What resources exist for students experiencing food insecurity at CMU?,
930,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What legal consultation resources are available to CMU students?,
931,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),"What does CMU's policy say about hazing, and what university policies address it?",
932,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the biannual hazing report and why is it published?,
933,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on weapons in CMU residential buildings?,
934,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on window screens in CMU residential buildings?,
935,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on satellite dishes in CMU residential buildings?,
936,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on swimming pools and hot tubs in CMU housing?,
937,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on waterbeds in CMU housing?,
938,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on common area furniture in CMU residence halls?,
939,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on room alterations and decorations in CMU housing?,
940,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What adhesives are recommended for decorating in CMU dorm rooms?,
941,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on security cameras in CMU housing?,
942,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Who may access recordings from CMU housing security cameras?,
943,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on solicitation and sales in CMU residential areas?,
944,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What must a group receive to sell or solicit in residence areas?,
945,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What documents govern academic policies at CMU beyond The Word?,
946,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is The Word and what does it contain?,
947,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Who authored the Welcome to The Word 2023-2024?,
948,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the Vice Provost for Education at CMU?,
949,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the Vice President for Student Affairs and Dean of Students?,
950,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the purpose of the Information Security Office at CMU?,
951,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Restricted Research Policy and what types of research does it cover?,
952,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),"What is CMU's policy on research proposals with government, corporations and foundations?",
953,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the Institutional Review Board (IRB) for human subjects research?,
954,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU's policy say about the taxation of awards for non-degree graduate students?,
955,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is CMU's policy on requiring students to have health insurance for concurrent enrollment?,
956,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is CMU's approach to mental health support for students?,
957,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What confidential supports are available to students experiencing personal difficulties at CMU?,
958,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU's Student Rights Policy say is the primary right of students?,
959,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU's Student Rights Policy say is the second right of students?,
960,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What constitutional rights does the Student Rights Policy affirm that students have?,
961,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What right to recourse does a student have against unreasonable academic action?,
962,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What role do students have in reviewing and improving university curriculum and instruction?,
963,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the handbook say about the relationship between CMU's standards and legal compliance?,
964,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the CMU Code's position on students who cannot meet the community's standards?,
965,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What are the responsibilities of each member of the CMU community regarding community standards?,
966,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the handbook say about policies and procedures being established during the academic year?,
967,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),When do in-year policy amendments become effective?,
968,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the community standards overview say about the university's right to review off-campus incidents?,
969,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Annual Security and Fire Safety Report and who is a Campus Security Authority?,
970,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the academic integrity website that students are directed to for additional information?,
971,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),How does CMU address cases in which both community standards and academic integrity are alleged?,
972,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does the community standards process say about multiple incidents indicating a pattern of behavior?,
973,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the timeline for filing counter-allegations in a UDC proceeding?,
974,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the maximum number of student representatives for a student organization in a community standards proceeding?,
975,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What obligations do the complainant and respondent have with respect to the hearing packet?,
976,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What information from the hearing packet is shared with UDC board members in advance?,
977,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Under what circumstances is a hearing rescheduled?,
978,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),When may classroom attendance be accepted as an excuse for delaying a UDC hearing?,
979,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does CMU do to prevent conflicts with class schedules when scheduling UDC hearings?,
980,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of an expert witness in a UDC hearing for sexual misconduct cases?,
981,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What additional procedures apply to student organization cases before the UDC?,
982,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),"How is a student organization's ""separation from the university"" defined in community standards?",
983,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What determines administrative resolution for student organizations vs. referral to OCSI?,
984,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Are individual students protected from separate accountability when an organization is found responsible?,
985,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What information about prior violations is shared with the UDC in an organizational case?,
986,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),For how many prior years are an organization's community standards violations considered in outcomes?,
987,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the threshold time period for complaints involving student organizations to be considered?,
988,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What approval is required for complaints more than two years after the most recent allegation for organizations?,
989,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is CMU's policy on recycling and who is the Environmental Coordinator?,
990,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What are the three activities expected under CMU's Recycling Policy?,
991,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the Recycling Liaison in each CMU department?,
992,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What Pennsylvania law requires compliance related to recycling data reporting?,
993,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the process for getting approval to hold activities with loud noise on CMU property?,
994,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on using explosive or incendiary materials on university property?,
995,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),How does CMU's academic integrity policy apply to concurrent enrollment in two courses?,
996,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the policy on late submission of an incomplete grade by an instructor?,
997,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What happens to a student's full-time status if they drop below 36 units?,
998,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the role of the associate dean in granting permission for a student to drop below full-time?,
999,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the general standard used by CMU's community standards process when evaluating past violations in outcome determination?,
1000,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What are the core values articulated in Carnegie Mellon's mission that guide all policies in The Word Student Handbook?,
